"Geography","CancerDeaths","medIncome","popEst2015","povertyPercent","MedianAge","AvgHouseholdSize","PercentMarried","PctUnemployed16_Over","BirthRate"
"Early County, Georgia",200.4,34906,10575,29.9,40.3,2.62,39.2,9.4,4.907216495
"Decatur County, Georgia",198.3,33968,27174,27.7,37.4,2.46,43.4,6.5,4.241143971
"Renville County, North Dakota",151.7,60957,2571,7.7,39.9,2.46,60.2,1.6,4.896421846
"Logan County, Kentucky",206.8,41150,26910,16.9,40.5,2.44,52.2,7.7,4.897396103
"Androscoggin County, Maine",188,46701,107233,15.4,40.6,2.34,49,7.2,5.235413921
"Stark County, Illinois",160.4,50219,5788,11.9,45.9,2.41,57,7.7,4.589585172
"Pennington County, Minnesota",174.2,50905,14219,9.3,39.1,2.34,49.7,3,5.893845653
"Morgan County, Utah",138.7,82597,11065,4.6,32.3,3.4,69.2,6,6.102877071
"Stillwater County, Montana",127.4,60812,9486,8.4,46.7,2.44,65.2,3.6,3.636363636
"Washington County, Kansas",172.4,43264,5598,10.8,46.3,2.27,62.5,3.1,5.961538462
"McClain County, Oklahoma",175,58392,38066,10.2,38.3,2.74,60.9,3.9,5.778802962
"Hopkins County, Kentucky",196.7,42477,46222,16.9,40.8,2.45,53.7,6.7,4.65182921
"St. Francis County, Arkansas",202.9,30489,26589,33.4,37.5,2.51,37.4,11.7,6.906077348
"Wichita County, Kansas",177.6,53447,2157,11.5,35.7,2.79,60.6,3.1,7.061503417
"Shannon County, Missouri",210.7,27382,8258,28.2,44.5,2.5,54.6,9.2,7.147111376
"White County, Illinois",230.3,46927,14327,14.1,44.5,2.28,59.4,8.8,4.019073569
"Washington County, Kentucky",180.2,39983,12063,19.7,41.5,2.56,52.6,6.1,5.399151562
"Clinton County, New York",182.1,51576,81251,16.6,39.4,2.32,46.3,6.9,4.275633043
"Dodge County, Wisconsin",178.9,54359,88502,9.9,42,2.51,51.1,6,4.49736915
"Morrow County, Ohio",185,49846,35074,12.1,41.2,2.73,57,7,4.83615222
"Ravalli County, Montana",151.6,42902,41373,17.2,47.6,2.43,53.2,8.2,3.969171484
"Lee County, Kentucky",275.9,25473,6752,35,41.9,2.2,44.6,12.2,2.731512325
"Berrien County, Michigan",179,44145,154636,17.7,41.4,2.46,50.1,9.4,5.359859567
"Sumner County, Kansas",170.1,52476,23535,13.3,40.8,2.55,56.3,7,6.593633733
"Plumas County, California",167.2,47964,18409,14,51.3,2.26,53,15.2,4.06430088
"Clay County, Alabama",190.8,35940,13555,19.5,43.8,2.45,52.3,9.4,5.245114844
"King William County, Virginia",187.4,64305,16269,8.8,40.7,2.66,58.5,5.4,6.631716907
"Mercer County, New Jersey",160.3,73750,371398,11.8,38.4,2.69,47.2,9.4,4.725836381
"Alcorn County, Mississippi",187.8,35180,37388,21.8,39.9,2.49,50.8,9,4.523580366
"Todd County, South Dakota",238.8,27481,9959,47.4,23.9,3.62,28.5,25.4,13.07106599
"Dane County, Wisconsin",153.8,61937,523643,13.4,34.6,2.35,47.5,4.9,4.458527742
"Holmes County, Mississippi",239.7,22640,18340,44,33.5,2.82,25.1,19.2,5.501407841
"Saginaw County, Michigan",175.3,44548,193307,17.4,40.3,2.44,45.5,11.1,5.433100881
"Lincoln County, Kentucky",199.1,35368,24463,27.6,40.3,2.48,53.9,10.5,7.499096494
"Henderson County, Texas",190,40921,79545,20.2,43.4,2.61,54.7,7.8,5.769695505
"Grafton County, New Hampshire",155,56353,89320,11.6,41.9,2.35,48.5,5,6.078496198
"Hamlin County, South Dakota",145.4,53944,6047,10.4,36.1,2.64,66.2,2.5,11.43878463
"El Paso County, Texas",142.9,40081,835593,23.4,31.6,3.14,47,8.4,5.625701056
"Lewis County, Washington",194.8,44243,75882,17.1,42.8,2.52,52.7,12.1,4.603840773
"Dewey County, South Dakota",229.8,34936,5685,27.2,349.2,3.36,34.6,24.6,6.625097428
"Todd County, Kentucky",183.7,40002,12531,19.3,36.9,2.7,53.7,8.5,6.25698324
"Presidio County, Texas",66.3,34258,6876,21.8,41,0.0277,54.7,9.6,6.324110672
"Clarion County, Pennsylvania",179.4,43202,39498,15.1,40.3,2.39,50,8.1,4.792232199
"Elbert County, Colorado",148.3,83603,24735,5.9,45.1,2.82,62.6,6.7,3.311386522
"Hardin County, Texas",190.7,53872,55865,12.9,38.9,2.64,58.4,5.5,5.506783719
"Butler County, Iowa",156.6,52273,14915,9.9,43.5,2.37,63.6,4,4.203691046
"LaSalle Parish, Louisiana",209.6,44139,14974,18,38.6,2.46,52.3,6.3,5.144490314
"Webster County, Kentucky",213.7,43024,13170,17.3,39.7,2.54,56.5,7.2,4.724137931
"Appling County, Georgia",174,36642,18454,24.9,38.6,2.63,50.1,7.9,6.281957633
"Worcester County, Maryland",186.8,55691,51540,11.9,49.1,2.45,50.7,9.9,5.625635809
"Calvert County, Maryland",175.2,92446,90595,7.2,40.6,2.87,52.7,7.6,3.454078056
"Upshur County, Texas",186.3,46346,40603,14.6,40.5,2.85,55.3,7.9,5.176056338
"Fremont County, Colorado",166.2,41385,46692,19.1,43.5,2.21,49.8,9.2,5.417177079
"Christian County, Kentucky",183.6,36736,73309,21.6,28.5,2.67,51.1,12.7,8.722576079
"Fulton County, Ohio",181.2,54666,42537,10.5,39.8,2.59,59.8,6.7,6.632331301
"King County, Washington",152.7,75738,2117125,11.3,37.2,2.45,49.5,6.3,5.202119227
"Hays County, Texas",149.5,59569,194739,17.5,30.9,2.78,45.8,6.7,4.207066557
"Candler County, Georgia",174.8,31829,10886,29.1,37.1,2.75,44.9,8.1,3.962338172
"Bon Homme County, South Dakota",145,47987,6985,15.2,42.9,2.23,50,0.9,11.87558907
"Hyde County, North Carolina",205,36891,5526,21.9,43,2.44,39.8,12.7,7.282913165
"Brewster County, Texas",160.4,40179,9145,13.8,42.1,2.27,45.9,4.9,1.812688822
"Heard County, Georgia",178.8,41348,11539,19,40.1,2.65,52.2,12.1,5.545147996
"Scott County, Minnesota",153.9,91688,141660,5.5,35.5,2.9,60.3,4.6,6.064705544
"Douglas County, Nebraska",179.7,52842,550064,14,34,2.52,47.6,5.7,5.925782154
"Pasco County, Florida",176.4,45219,497909,14.7,44.4,2.53,51.1,9.4,4.73813501
"McHenry County, North Dakota",148.3,48887,5968,12.3,43.3,2.2,59.4,3.1,12.28389445
"Red Lake County, Minnesota",157.6,48188,4055,9.2,42.3,2.43,57.5,3.5,10.14120668
"Richland County, South Carolina",184.8,49782,407051,16.1,32.7,2.53,38.7,9.4,4.618133504
"Larimer County, Colorado",134.1,57659,333577,12.8,35.5,2.47,50.3,6.7,4.709495456
"Hamilton County, Indiana",146.5,89861,309697,4.9,36.1,2.73,62.3,4.3,5.756462494
"Gosper County, Nebraska",187.4,55319,1973,9.1,46.7,2.46,64.9,5.1,1.38121547
"Sanpete County, Utah",156.7,44644,28778,17.1,30.5,0.0313,54,8.3,5.587610082
"Minidoka County, Idaho",163.5,46332,20461,16.8,35.5,2.83,60.3,4.8,5.314458111
"DeSoto County, Florida",160.4,36945,35458,29.7,40.1,2.78,44.2,9.4,8.085035152
"McDowell County, North Carolina",181.8,37881,44989,17.6,43.1,2.52,50,11.1,5.517241379
"Socorro County, New Mexico",167.8,32285,17256,31,36.8,3.43,28.5,7.3,2.688172043
"Pocahontas County, Iowa",142.7,49625,7008,12.9,47.3,2.18,56.4,4.9,6.177606178
"Adair County, Oklahoma",220.9,31386,22004,27.2,37,2.78,52.7,7.9,5.336200156
"Jefferson County, Tennessee",185.3,41235,53240,17.8,42.3,2.58,53.4,9.1,4.075765263
"Franklin County, Missouri",180,51978,102426,11.8,40.2,2.53,56.7,7.2,5.593582421
"Winston County, Alabama",203.4,35528,23877,20.1,43.9,2.53,52.7,9.6,5.871779509
"Ventura County, California",146.1,74967,850536,11.5,37.1,3.08,50.6,8.6,5.34009399
"Blaine County, Idaho",94.4,63490,21592,10.6,43,2.35,59.8,4.1,7.863131656
"Colfax County, New Mexico",139.9,37156,12414,20.5,47.6,2.26,48.3,9.5,5.741042345
"Fayette County, Iowa",151.3,45522,20257,14.4,43.1,2.31,52.7,5.1,7.378451014
"Red River Parish, Louisiana",172.2,33322,8593,25.3,39.8,2.54,44.2,9.2,10.40892193
"Bureau County, Illinois",172.2,52138,33587,13.1,43.4,2.4,55.4,7.6,5.996296824
"Pike County, Alabama",183.3,31844,33046,26.4,31.3,2.44,39.8,10.2,6.44886666
"St. Clair County, Michigan",189.5,50303,159875,13.8,42.8,2.47,53.7,10.4,4.646092865
"Sabine County, Texas",199.9,35701,10368,19,50.4,2.73,49.5,12.1,5.158324821
"Tarrant County, Texas",164.3,58127,1982498,15.2,34,2.81,49.4,6.9,5.979489664
"Tate County, Mississippi",215.5,40975,28296,18.5,36.7,2.67,44.8,10,5.503910285
"Caribou County, Idaho",184.5,55770,6770,11.5,36.8,0.0257,66.1,1.5,5.12455516
"Knott County, Kentucky",216.8,27709,15693,33.7,40.8,2.57,49.2,14.6,6.41509434
"Chaves County, New Mexico",164.5,38403,65764,23.4,34.8,2.72,48.1,7.6,8.496374333
"Buchanan County, Missouri",189.9,45431,89100,17.8,36.8,2.58,44.9,7.5,6.216255654
"Norfolk County, Massachusetts",160.9,90039,696023,6.5,40.9,2.58,52.2,6.9,4.696647392
"Hawaii County, Hawaii",147.6,51887,196428,18.1,41.1,2.9,47.9,8.1,6.030934113
"Kennebec County, Maine",193.2,45556,119980,13.8,44,2.28,49.6,7.7,4.823685961
"Llano County, Texas",168.7,45096,19796,14.9,56.3,2.21,59,5.8,5.130927105
"Johnson County, Georgia",167.8,29818,9656,30.4,39.6,2.8,42,9,2.640934485
"Allen County, Indiana",170.7,48651,368450,15.2,35.6,2.55,49.5,8,6.597186511
"Pierce County, Washington",177.8,60397,843954,13.1,35.8,2.65,50,9.2,5.533430211
"Lucas County, Iowa",184.7,42582,8682,16,45.4,2.34,55.4,5.8,4.750593824
"Sherburne County, Minnesota",170.5,76512,91705,7.2,35.3,2.89,57.2,5.2,6.543533237
"Middlesex County, Massachusetts",159.6,84026,1585139,8.9,38.5,2.56,50.2,6.1,4.75120604
"Barrow County, Georgia",192,49698,75370,13,34.8,3.05,52,10.1,5.318186956
"San Joaquin County, California",168.9,51527,726106,20.7,33.5,3.16,47.9,13.7,6.148432798
"Yakima County, Washington",169.4,44342,248830,20.5,32.5,3.05,48.6,9,6.560611666
"Cattaraugus County, New York",167.9,43892,77922,16.2,41.4,2.41,48.7,8.2,4.82052462
"Jasper County, Indiana",204.7,55190,33470,10.3,38.8,2.71,56.3,6.3,6.211096076
"Brookings County, South Dakota",162.6,52930,33897,14.1,26.4,2.38,42.2,3.1,4.882440161
"Strafford County, New Hampshire",177.6,58577,126825,11.8,37.2,2.48,46.8,6.5,3.681800261
"Hamblen County, Tennessee",197.9,37410,63402,23.4,39.9,2.54,51.3,10.1,5.325701036
"Cass County, Minnesota",168.1,45179,28706,15.7,48.3,2.19,61.1,7.4,7.941812463
"Amelia County, Virginia",216.5,51738,12903,12.9,45.8,2.68,57.5,5,6.59515296
"Tulare County, California",155.2,42360,459863,28.1,30.3,3.36,47.5,12,6.825864335
"Sitka City and Borough, Alaska",150.1,65765,8863,8.6,38.9,2.49,51.2,3.8,3.141875307
"Buffalo County, Wisconsin",166.4,50998,13192,10.5,45,2.29,59,3.7,7.17472119
"Knox County, Tennessee",181.6,47199,451324,17.7,37.3,2.39,49,6.5,4.759828048
"Grand Traverse County, Michigan",151.8,55592,91636,9.7,41.7,2.46,52,6.6,5.649660209
"Lewis County, Idaho",185.6,39918,3789,13.7,48.2,2.31,55.6,6.5,4.80349345
"Routt County, Colorado",125.2,66846,24130,8.4,40.1,2.46,51.2,4,4.116913206
"Montgomery County, Virginia",153.3,43484,97653,24.8,27.5,2.48,39.1,5.6,3.135414054
"Bristol County, Rhode Island",142.2,68246,49084,8,43.9,2.38,52.4,6.8,4.448655477
"Putnam County, Ohio",154.6,56519,34042,7.8,39.7,2.6,63.3,3.4,6.184443536
"Jones County, Mississippi",178.6,37367,68215,24.4,36.6,2.71,48,7.4,8.134642356
"Crowley County, Colorado",110.7,32570,5562,40.5,35.5,3.78,30.9,27,10.31111111
"Canadian County, Oklahoma",169.8,68421,133378,7.7,35.7,2.88,55.1,4.5,5.36432284
"Angelina County, Texas",168.3,42128,88255,17.9,36.4,2.77,50,9.1,5.728131815
"Albany County, New York",176.1,60371,309381,13.5,37.9,2.35,40.8,6.4,3.774039071
"Yadkin County, North Carolina",179.7,40801,37585,17.2,42.9,2.45,53.1,8.3,6.549178376
"Elko County, Nevada",143.2,72648,51935,10.8,33.5,2.87,56.6,5.5,6.700733537
"Niobrara County, Wyoming",180.6,45251,2542,14.7,43,2.15,55.4,1.6,6.042296073
"Stanly County, North Carolina",180.6,41921,60714,16.5,41.8,0.0247,51.5,12.2,4.858604091
"Webster County, Nebraska",162.7,40979,3625,12.7,47.5,2.31,57.2,4.7,3.524229075
"Kiowa County, Colorado",200.9,42310,1423,13.5,41.2,2.45,55.5,2,3.095975232
"Bastrop County, Texas",181.8,52886,80527,14.7,38.7,2.94,52.8,9.8,4.583083383
"Allegheny County, Pennsylvania",182.1,52385,1230459,13.1,40.9,2.26,45.4,7.1,5.044224477
"Montgomery County, Texas",164.9,70929,537559,10.9,36.4,2.88,56.3,6.1,6.062213529
"Avery County, North Carolina",152.8,37131,17689,19.8,43.7,2.22,53.3,6.9,6.046511628
"Pittsburg County, Oklahoma",195.8,39900,44610,21.7,40.7,2.36,52.6,6.2,5.344522968
"Contra Costa County, California",151.5,80338,1126745,10.5,38.8,2.82,51.5,8.8,5.114550334
"Noble County, Oklahoma",181.6,46874,11554,13.4,40.7,2.41,64,5.9,8.309915697
"Cullman County, Alabama",187.9,39922,82005,17.2,40.5,2.55,57.6,7.3,3.913308575
"McLennan County, Texas",181.6,43488,245671,19.7,32.9,2.68,46.6,6.2,4.887587132
"Gilchrist County, Florida",209.2,40788,17199,19.8,42,2.54,47.3,10.4,6.283213504
"Fulton County, Indiana",208.3,44762,20315,13,41.7,2.55,55.2,6,6.736596737
"San Jacinto County, Texas",215.4,43087,27413,18.6,43.6,2.84,55.5,12.6,5.042979943
"Surry County, North Carolina",198.1,37915,72743,18.9,42.7,2.47,54.4,6.9,4.712239256
"Montgomery County, Maryland",120.1,97279,1040116,7.2,38.5,2.76,53.2,6.1,5.281994667
"Columbia County, Arkansas",210,37495,24114,24.1,36,2.37,47.2,10.1,6.776379477
"Hemphill County, Texas",189.7,66505,4264,8.9,34.4,2.77,68,3.7,5.503512881
"Pottawatomie County, Kansas",153.9,65373,23298,10,34.7,2.72,62.3,3.7,8.095893103
"Mercer County, Missouri",180.7,38023,3694,15,44.1,2.43,54.2,4.6,4.787961696
"Victoria County, Texas",165.8,51003,92382,15.8,35.7,2.73,50.6,6.5,6.155041017
"Humboldt County, Nevada",191.5,67423,17019,10.7,35.3,2.74,51.6,7.8,5.517423442
"Poquoson city, Virginia",159.2,84213,12059,5.9,43.8,2.59,60.3,4.5,4.361370717
"Seward County, Nebraska",152.3,61802,17110,8.2,458.4,2.46,58.1,3.5,9.675645959
"Wahkiakum County, Washington",153.8,51022,4042,13.9,52.1,2.31,53.5,10.6,0.535475234
"Webster County, Mississippi",214.5,34073,9899,22.1,41.1,2.45,52.8,11.2,6.736458807
"Campbell County, Kentucky",198.6,52349,92066,13.2,37.3,2.49,47.2,6.8,4.943288381
"Jackson County, Mississippi",193.7,48018,141425,15.6,37.8,2.78,48,9.1,5.060304916
"Marshall County, Oklahoma",196.9,38517,16232,18,43.1,2.64,54.7,7.6,8.040842374
"Bent County, Colorado",176.2,35424,5830,32.3,41.1,2.19,42.6,8.3,12.47920133
"Erath County, Texas",144.8,41914,41122,21.8,30.3,2.62,46.6,4.1,5.054084297
"Salem city, Virginia",186.6,54195,25432,10.2,40.5,2.29,47.3,4.8,4.609250399
"Turner County, South Dakota",154.3,55708,8209,10.2,44,2.31,63.9,2.5,5.14390692
"Roberts County, South Dakota",179.9,45911,10311,20.4,39.2,2.74,45.6,7.6,7.142857143
"Judith Basin County, Montana",179.5,43272,1926,14.6,51.4,2.18,63.3,3.9,2.089552239
"Pike County, Pennsylvania",157.4,58375,55949,10.6,46,2.66,55,11.6,5.499704317
"Rutherford County, North Carolina",174.8,35629,66390,21.5,43.3,2.48,50.4,12.2,5.963398511
"Fayette County, Georgia",140.8,79069,110714,6.9,43.3,2.8,60,7.6,3.49249879
"St. Landry Parish, Louisiana",217.8,32683,83848,30.1,36.6,2.68,43.1,6.1,6.971510409
"Marquette County, Michigan",168.7,44735,67215,15.4,39.1,2.38,46.4,8.1,3.31536726
"Sargent County, North Dakota",188.2,58467,3876,7.3,45.3,2.22,60.9,1.2,6.284916201
"Warren County, Georgia",194.6,31623,5460,28.9,44.3,2.58,39.3,16.4,7.881355932
"Calcasieu Parish, Louisiana",192.2,45979,198788,18.4,36.1,2.55,47.3,8.3,6.064227035
"St. Helena Parish, Louisiana",212.5,35004,10567,24,39.2,2.59,42.3,14.4,3.087986464
"Polk County, Wisconsin",168.1,52411,43441,11.2,44.1,2.39,57.4,6.8,5.534351145
"Smith County, Kansas",157.6,41303,3704,13.5,50.7,2.21,60.7,3.2,8.463949843
"Pope County, Minnesota",154.5,51343,11041,10.4,46.5,2.23,63,4.1,8.178625188
"Floyd County, Iowa",165.4,48292,15960,12.7,43.6,2.28,55.4,3.5,6.749226006
"Bamberg County, South Carolina",187.5,30349,14880,29.7,40.3,2.41,37.7,10.9,10.6400665
"Cass County, Iowa",218.8,46159,13427,13.1,44.7,2.18,57.4,3.2,9.298780488
"McLean County, Illinois",168.5,60460,173166,14.3,32.7,2.53,47.6,5.5,4.528860796
"Uinta County, Wyoming",132.8,56800,20822,10,34.6,2.76,56.5,4.4,6.918371652
"Clay County, Missouri",176.4,61598,235637,9.1,36.6,2.6,52,6.1,4.934777258
"Cabarrus County, North Carolina",173.6,55250,196762,12.2,37.4,2.78,54.5,9.2,5.372694672
"McCook County, South Dakota",202.5,57741,5599,10,42.8,2.37,59.8,2.1,7.191448008
"Klamath County, Oregon",177.9,39234,66016,21.9,42.5,2.39,51.4,12.4,6.075036075
"Baker County, Georgia",127.6,43115,3180,27.3,42.6,2.55,47.7,7.1,5.354752343
"Covington County, Mississippi",205.1,31835,19543,26.5,37.6,2.76,44.7,13.7,6.243007384
"Montgomery County, Ohio",186.9,42994,532258,19.7,39.4,2.32,44,9.4,5.362001513
"Harrison County, Mississippi",206.7,41010,201410,18.8,424.8,2.52,45.3,9.7,5.1314986
"Monroe County, Iowa",207.4,44705,7973,11.7,43.2,2.37,54.6,6.2,3.948220065
"Carroll County, Georgia",194.5,43442,114545,22.9,34,2.72,46.6,12.1,7.523638459
"Rockland County, New York",142.9,83162,326037,14.7,36.3,3.17,53.1,7.9,6.943122405
"Carroll County, Maryland",171.1,84500,167627,5.9,42.2,2.73,56.7,4.6,4.31864301
"Jefferson County, New York",177,49781,117635,15.1,31.8,2.54,53.5,10.6,7.816390603
"Story County, Iowa",152.5,52128,96021,19.5,25.9,2.35,41.5,5.5,3.565762635
"Graham County, Kansas",134,45341,2591,12,49.8,2.12,60.8,2.4,10.81081081
"Warren County, Tennessee",209.6,36942,40435,19,39.7,2.51,50.2,8,6.99356005
"Franklin County, Tennessee",180.5,43851,41449,16.5,41.5,2.4,52.7,9.5,5.292111343
"Kerr County, Texas",166.3,44113,50955,17.6,47.9,2.38,50.7,8,5.271431566
"Musselshell County, Montana",196.6,39827,4582,19.1,48.5,2.43,58,4.6,7.611241218
"Wakulla County, Florida",209.3,51642,31535,15.1,40,2.57,46,9.3,2.534634761
"Amite County, Mississippi",171.8,30668,12574,23.2,45.3,2.55,44.8,12.7,3.098591549
"Iredell County, North Carolina",181,54026,169866,12.7,39.9,2.69,53.7,9.8,4.754928419
"Grant County, South Dakota",150.3,52816,7142,10,44.8,2.2,62.8,4.1,9.712509713
"Jefferson County, Kentucky",191.1,48264,763623,16.8,37.9,0.0241,43.7,8.4,5.584172261
"Deschutes County, Oregon",154.3,52387,175268,13.2,41.9,2.49,54.6,9.4,4.744289032
"Graham County, Arizona",174,46046,37666,20,32,3.02,45.7,14.1,9.188988095
"Olmsted County, Minnesota",142.2,69430,151436,9.8,36.7,2.52,55.2,4.1,5.82767149
"Noble County, Indiana",186.5,50997,47733,11.1,37.9,2.58,56,8.8,6.541519012
"Refugio County, Texas",217.1,43654,7289,16.9,42.7,2.59,51.1,6.7,8.271186441
"Bienville Parish, Louisiana",224,33134,13786,27.4,42.3,2.35,43.4,10.1,7.939133311
"Saunders County, Nebraska",176.2,61961,21016,8.2,41.4,2.56,60.4,3.5,6.021555764
"Phelps County, Missouri",163.8,40710,44794,21.6,34.4,2.52,47.8,7,7.510402923
"Sherman County, Nebraska",187.4,43883,3091,12.1,49.5,2.21,61,3.1,7.992565056
"Madison County, North Carolina",143.7,38445,21139,19.9,44,2.36,54.3,7.3,4.341957255
"Benewah County, Idaho",222.2,46277,9052,15.7,45.4,2.45,52.3,10.1,5.089647195
"Jasper County, Missouri",187.3,40047,118596,19.6,35.5,2.52,51.4,6,5.712144998
"Grand County, Colorado",123.2,59379,14615,10.4,42.5,2.69,54.6,5.7,1.309904153
"Costilla County, Colorado",116,27882,3584,28.5,49,2.46,48.2,14,7.517482517
"Tuscarawas County, Ohio",168.7,46128,92916,13.4,41,2.49,54.9,7,5.283776996
"Jackson County, Missouri",188.9,46185,687623,16.5,36.5,2.44,43.3,7.6,5.730193853
"Middlesex County, Connecticut",154.9,76365,164063,7.9,44.2,2.4,52.2,6,4.041212898
"Baldwin County, Alabama",174.3,49626,203709,13,42.2,2.6,53.8,7.5,5.381477705
"Clay County, North Carolina",163.6,37072,10703,18.5,50.5,2.33,62.3,12.3,4.295098535
"Pecos County, Texas",129,44817,16203,17.8,35.8,3.17,49.4,4.8,5.522288756
"Granite County, Montana",113.2,47902,3240,14.4,53.7,2.19,62.8,7.2,18.55670103
"Brown County, South Dakota",154.6,53150,38785,11.8,38.1,2.29,54,2.5,4.909236214
"Pierce County, Nebraska",159.5,53489,7208,10,41.3,2.4,64.3,4.7,9.160305344
"Jones County, Iowa",154,51558,20466,11.6,43.2,2.34,57,5,5.726980992
"Geary County, Kansas",213.6,41193,37030,13.9,26.2,2.83,59.5,9.2,8.981723238
"Nicholas County, Kentucky",267.6,37061,7131,19.4,501.6,2.47,54.6,7.7,4.939063502
"Churchill County, Nevada",211,46840,24200,13.2,38.9,2.51,51.6,11.9,7.724034496
"White Pine County, Nevada",188.4,57243,9811,13.7,39.4,2.71,44.8,10.6,5.470459519
"Keweenaw County, Michigan",113.5,40411,2168,12.7,54.5,2.1,55.6,7,7.936507937
"Erie County, Pennsylvania",182.5,45476,278045,16.4,38.8,2.43,46.7,8,4.900650039
"Pasquotank County, North Carolina",203.9,44596,39829,18.8,37.4,2.61,47.1,10.1,5.029990529
"Wood County, West Virginia",185.5,41932,86452,17.2,42.5,2.37,51.1,8.6,6.23870268
"Pushmataha County, Oklahoma",226.4,32215,11183,23.1,44.8,2.34,53,10.6,5.050505051
"Stanislaus County, California",164.9,50917,538388,18.1,33.5,3.08,47.9,15.2,6.025884863
"St. Louis County, Minnesota",184.8,49714,200431,17,40.9,2.26,47.7,6.9,4.901104316
"Berkshire County, Massachusetts",157,49890,127828,13,45.8,2.22,45.6,8.9,4.573604784
"Racine County, Wisconsin",166.8,54782,195080,13.1,39.7,2.53,50,8.4,5.596635235
"Monmouth County, New Jersey",168.6,87220,628715,8.2,42.3,2.67,53.2,7.9,4.571872443
"Camden County, Georgia",173.3,51793,52102,12,31.6,2.68,55.3,8.5,6.953722334
"Sullivan County, New Hampshire",171.9,57142,42967,10.4,45.1,2.44,50.9,5.8,3.657874742
"St. Bernard Parish, Louisiana",233.1,45615,45408,17.9,33,2.92,43,12.2,5.677721702
"Nassau County, Florida",176.3,56728,78444,11.7,44.2,2.66,54.5,9.8,6.279473815
"Johnson County, Illinois",175.2,45773,12762,15.9,43.2,2.48,50.2,10.3,4.476930105
"Stark County, Ohio",176.4,47745,375165,14.9,41.8,2.43,49.4,8.5,5.285174738
"Waseca County, Minnesota",163,54183,18989,10.1,39,2.43,56.8,4.6,6.458604248
"Benton County, Mississippi",208.7,30665,8182,25.6,39.8,2.83,47.4,17.1,0.41322314
"Carroll County, Illinois",194.4,50750,14616,12.6,47.5,0.0222,56.1,8.1,4.903978052
"Sedgwick County, Kansas",171.5,51175,511574,14.7,34.6,2.59,49.8,6.9,6.454934329
"Columbia County, Oregon",185.7,57517,49600,12,42.9,2.6,53.9,9.8,4.225482912
"Ida County, Iowa",159.8,53905,7028,10.9,45.1,2.24,62.8,3.7,9.293394777
